student_id,topic,quiz_no,score,time_taken
46,Statistics,3,74,19
46,Statistics,4,85,20
46,Statistics,5,56,25
46,Statistics,6,64,23
46,Statistics,7,66,14
46,Statistics,8,86,12
46,Statistics,9,49,11
46,Statistics,10,82,27
46,Trigonometry,1,41,21
46,Trigonometry,2,46,14
46,Trigonometry,3,58,23
46,Trigonometry,4,40,6
46,Trigonometry,5,79,11
46,Trigonometry,6,87,6
46,Trigonometry,7,49,22
46,Trigonometry,8,39,24
46,Trigonometry,9,44,9
46,Trigonometry,10,32,9
47,Algebra,1,69,12
47,Algebra,2,69,16
47,Algebra,3,85,27
47,Algebra,4,40,18
47,Algebra,5,93,12
47,Algebra,6,85,14
47,Algebra,7,68,21
47,Algebra,8,65,17
47,Algebra,9,65,9
47,Algebra,10,55,26
47,Calculus,1,33,22
47,Calculus,2,93,10
47,Calculus,3,51,6
47,Calculus,4,60,27
47,Calculus,5,40,18
47,Calculus,6,91,9
47,Calculus,7,93,10
47,Calculus,8,39,12
47,Calculus,9,53,7
47,Calculus,10,73,20
47,Probability,1,89,27
47,Probability,2,46,5
47,Probability,3,86,27
47,Probability,4,82,28
47,Probability,5,38,26
47,Probability,6,42,29
47,Probability,7,77,22
47,Probability,8,69,21
47,Probability,9,44,14
47,Probability,10,44,19
47,Statistics,1,92,27
47,Statistics,2,68,17
47,Statistics,3,61,13
47,Statistics,4,69,24
47,Statistics,5,92,16
47,Statistics,6,73,10
47,Statistics,7,89,11
47,Statistics,8,77,22
47,Statistics,9,45,27
47,Statistics,10,68,8
47,Trigonometry,1,88,29
47,Trigonometry,2,91,12
47,Trigonometry,3,42,17
47,Trigonometry,4,35,23
47,Trigonometry,5,89,18
47,Trigonometry,6,83,8
47,Trigonometry,7,68,12
47,Trigonometry,8,54,17
47,Trigonometry,9,61,10
47,Trigonometry,10,92,10
48,Algebra,1,82,7
48,Algebra,2,57,7
48,Algebra,3,51,10
48,Algebra,4,91,29
48,Algebra,5,35,18
48,Algebra,6,61,7
48,Algebra,7,39,7
48,Algebra,8,88,16
48,Algebra,9,78,9
48,Algebra,10,91,24
48,Calculus,1,70,25
48,Calculus,2,51,8
48,Calculus,3,42,17
48,Calculus,4,71,22
48,Calculus,5,78,24
48,Calculus,6,83,8
48,Calculus,7,30,19
48,Calculus,8,46,28
48,Calculus,9,87,12
48,Calculus,10,52,18
48,Probability,1,37,19
48,Probability,2,88,17
48,Probability,3,68,9
48,Probability,4,57,29
48,Probability,5,90,20
48,Probability,6,31,26
48,Probability,7,46,11
48,Probability,8,42,22
48,Probability,9,42,15
48,Probability,10,50,20
48,Statistics,1,84,21
48,Statistics,2,69,23
48,Statistics,3,44,13
48,Statistics,4,81,14
48,Statistics,5,82,27
48,Statistics,6,81,5
48,Statistics,7,86,24
48,Statistics,8,38,26
48,Statistics,9,30,16
48,Statistics,10,38,19
48,Trigonometry,1,41,5
48,Trigonometry,2,86,12
48,Trigonometry,3,56,16
48,Trigonometry,4,94,15
48,Trigonometry,5,71,23
48,Trigonometry,6,40,11
48,Trigonometry,7,72,21
48,Trigonometry,8,61,25
48,Trigonometry,9,69,27
48,Trigonometry,10,85,10
49,Algebra,1,79,10
49,Algebra,2,66,17
49,Algebra,3,93,23
49,Algebra,4,83,12
49,Algebra,5,78,7
49,Algebra,6,40,28
49,Algebra,7,78,25
49,Algebra,8,95,12
49,Algebra,9,57,21
49,Algebra,10,35,23
49,Calculus,1,85,10
49,Calculus,2,57,6
49,Calculus,3,67,27
49,Calculus,4,66,23
49,Calculus,5,97,26
49,Calculus,6,78,15
49,Calculus,7,65,17
49,Calculus,8,81,21
49,Calculus,9,89,18
49,Calculus,10,87,7
49,Probability,1,85,5
49,Probability,2,71,22
49,Probability,3,77,12
49,Probability,4,92,16
49,Probability,5,33,10
49,Probability,6,56,13
49,Probability,7,45,28
49,Probability,8,60,28
49,Probability,9,43,17
49,Probability,10,54,6
49,Statistics,1,96,28
49,Statistics,2,55,24
49,Statistics,3,93,12
49,Statistics,4,39,23
49,Statistics,5,96,28
49,Statistics,6,34,7
49,Statistics,7,87,20
49,Statistics,8,44,7
49,Statistics,9,82,16
49,Statistics,10,55,19
49,Trigonometry,1,63,27
49,Trigonometry,2,79,24
49,Trigonometry,3,41,27
49,Trigonometry,4,33,27
49,Trigonometry,5,77,27
49,Trigonometry,6,30,26
49,Trigonometry,7,95,7
49,Trigonometry,8,50,29
49,Trigonometry,9,78,24
49,Trigonometry,10,91,5
50,Algebra,1,67,19
50,Algebra,2,81,19
50,Algebra,3,75,29
50,Algebra,4,50,28
50,Algebra,5,34,10
50,Algebra,6,76,27
50,Algebra,7,97,22
50,Algebra,8,50,7
50,Algebra,9,52,7
50,Algebra,10,69,22
50,Calculus,1,39,29
50,Calculus,2,81,21
50,Calculus,3,90,9
50,Calculus,4,82,27
50,Calculus,5,66,28
50,Calculus,6,88,17
50,Calculus,7,98,13
50,Calculus,8,88,20
50,Calculus,9,31,5
50,Calculus,10,89,23
50,Probability,1,59,15
50,Probability,2,68,17
50,Probability,3,92,26
50,Probability,4,87,25
50,Probability,5,85,19
50,Probability,6,63,27
50,Probability,7,60,24
50,Probability,8,30,27
50,Probability,9,51,12
50,Probability,10,30,5
50,Statistics,1,92,14
50,Statistics,2,83,14
50,Statistics,3,50,19
50,Statistics,4,51,10
50,Statistics,5,37,19
50,Statistics,6,46,21
50,Statistics,7,42,21
50,Statistics,8,67,21
50,Statistics,9,74,10
50,Statistics,10,64,18
50,Trigonometry,1,43,19
50,Trigonometry,2,90,19
50,Trigonometry,3,83,17
50,Trigonometry,4,60,25
50,Trigonometry,5,64,10
50,Trigonometry,6,98,26
50,Trigonometry,7,87,21
50,Trigonometry,8,52,29
50,Trigonometry,9,63,19
50,Trigonometry,10,34,24
51,Algebra,1,35,10
51,Algebra,2,88,22
51,Algebra,3,47,8
51,Algebra,4,46,29
51,Algebra,5,43,18
51,Algebra,6,42,11
51,Algebra,7,73,27
51,Algebra,8,44,23
51,Algebra,9,92,15
51,Algebra,10,64,21
51,Calculus,1,64,23
51,Calculus,2,49,8
51,Calculus,3,64,20
51,Calculus,4,73,12
51,Calculus,5,53,21
51,Calculus,6,79,5
51,Calculus,7,61,8
51,Calculus,8,42,10
51,Calculus,9,87,18
51,Calculus,10,66,20
51,Probability,1,97,12
51,Probability,2,88,20
51,Probability,3,45,8
51,Probability,4,74,17
51,Probability,5,95,7
51,Probability,6,37,28
51,Probability,7,44,15
51,Probability,8,60,13
51,Probability,9,74,6
51,Probability,10,37,11
51,Statistics,1,86,20
51,Statistics,2,59,14
51,Statistics,3,47,22
51,Statistics,4,98,25
51,Statistics,5,68,6
51,Statistics,6,72,17
51,Statistics,7,52,9
51,Statistics,8,35,28
51,Statistics,9,33,27
51,Statistics,10,35,14
51,Trigonometry,1,47,19
51,Trigonometry,2,69,13
51,Trigonometry,3,35,20
51,Trigonometry,4,92,7
51,Trigonometry,5,40,15
51,Trigonometry,6,46,8
51,Trigonometry,7,92,8
51,Trigonometry,8,70,23
51,Trigonometry,9,34,26
51,Trigonometry,10,99,7
52,Algebra,1,51,5
52,Algebra,2,51,20
52,Algebra,3,40,17
52,Algebra,4,32,13
52,Algebra,5,89,16
52,Algebra,6,43,5
52,Algebra,7,47,21
52,Algebra,8,52,14
52,Algebra,9,76,9
52,Algebra,10,76,24
52,Calculus,1,59,29
52,Calculus,2,57,6
52,Calculus,3,54,14
52,Calculus,4,87,27
52,Calculus,5,70,29
52,Calculus,6,77,6
52,Calculus,7,39,7
52,Calculus,8,40,25
52,Calculus,9,50,26
52,Calculus,10,74,11
52,Probability,1,93,6
52,Probability,2,71,22
52,Probability,3,83,15
52,Probability,4,45,21
52,Probability,5,47,7
52,Probability,6,88,20
52,Probability,7,35,29
52,Probability,8,76,19
52,Probability,9,77,14
52,Probability,10,89,17
52,Statistics,1,33,11
52,Statistics,2,31,19
52,Statistics,3,36,19
52,Statistics,4,75,12
52,Statistics,5,41,17
52,Statistics,6,72,21
52,Statistics,7,92,21
52,Statistics,8,65,25
52,Statistics,9,37,9
52,Statistics,10,65,26
52,Trigonometry,1,76,16
52,Trigonometry,2,59,27
52,Trigonometry,3,45,18
52,Trigonometry,4,81,9
52,Trigonometry,5,58,7
52,Trigonometry,6,44,8
52,Trigonometry,7,76,18
52,Trigonometry,8,81,23
52,Trigonometry,9,50,9
52,Trigonometry,10,56,27
53,Algebra,1,58,24
53,Algebra,2,54,10
53,Algebra,3,92,8
53,Algebra,4,31,26
53,Algebra,5,45,22
53,Algebra,6,98,26
53,Algebra,7,59,17
53,Algebra,8,48,27
53,Algebra,9,63,17
53,Algebra,10,72,26
53,Calculus,1,51,24
53,Calculus,2,81,19
53,Calculus,3,65,13
53,Calculus,4,48,10
53,Calculus,5,99,24
53,Calculus,6,86,24
53,Calculus,7,38,8
53,Calculus,8,79,22
53,Calculus,9,34,24
53,Calculus,10,66,26
53,Probability,1,87,8
53,Probability,2,73,6
53,Probability,3,71,13
53,Probability,4,36,8
53,Probability,5,48,14
53,Probability,6,60,7
53,Probability,7,86,25
53,Probability,8,90,23
53,Probability,9,82,6
53,Probability,10,88,24
53,Statistics,1,39,6
53,Statistics,2,95,28
53,Statistics,3,46,20
53,Statistics,4,45,18
53,Statistics,5,68,25
53,Statistics,6,60,15
53,Statistics,7,30,15
53,Statistics,8,33,11
53,Statistics,9,55,19
53,Statistics,10,79,16
53,Trigonometry,1,94,19
53,Trigonometry,2,82,14
53,Trigonometry,3,31,14
53,Trigonometry,4,53,8
53,Trigonometry,5,48,15
53,Trigonometry,6,69,22
53,Trigonometry,7,72,15
53,Trigonometry,8,96,16
53,Trigonometry,9,96,14
53,Trigonometry,10,56,21
54,Algebra,1,83,6
54,Algebra,2,78,20
54,Algebra,3,31,26
54,Algebra,4,59,24
54,Algebra,5,67,29
54,Algebra,6,39,14
54,Algebra,7,69,5
54,Algebra,8,71,19
54,Algebra,9,66,26
54,Algebra,10,51,29
54,Calculus,1,56,13
54,Calculus,2,63,29
54,Calculus,3,95,16
54,Calculus,4,69,13
54,Calculus,5,39,29
54,Calculus,6,77,24
54,Calculus,7,68,6
54,Calculus,8,94,23
54,Calculus,9,65,28
54,Calculus,10,56,6
54,Probability,1,60,29
54,Probability,2,95,19
54,Probability,3,41,9
54,Probability,4,57,24
54,Probability,5,53,25
54,Probability,6,39,18
54,Probability,7,47,28
54,Probability,8,43,6
54,Probability,9,87,16
54,Probability,10,51,28
54,Statistics,1,99,8
54,Statistics,2,74,8
54,Statistics,3,51,18
54,Statistics,4,90,8
54,Statistics,5,85,29
54,Statistics,6,62,17
54,Statistics,7,65,24
54,Statistics,8,47,10
54,Statistics,9,96,27
54,Statistics,10,45,9
54,Trigonometry,1,97,25
54,Trigonometry,2,99,16
54,Trigonometry,3,45,21
54,Trigonometry,4,43,11
54,Trigonometry,5,75,19
54,Trigonometry,6,73,21
54,Trigonometry,7,70,26
54,Trigonometry,8,73,6
54,Trigonometry,9,34,17
54,Trigonometry,10,56,24
55,Algebra,1,72,5
55,Algebra,2,60,7
55,Algebra,3,46,23
55,Algebra,4,83,27
55,Algebra,5,61,12
55,Algebra,6,42,24
55,Algebra,7,64,9
55,Algebra,8,58,10
55,Algebra,9,54,26
55,Algebra,10,95,17
55,Calculus,1,98,29
55,Calculus,2,30,24
55,Calculus,3,73,27
55,Calculus,4,68,19
55,Calculus,5,83,28
55,Calculus,6,58,26
55,Calculus,7,45,7
55,Calculus,8,49,18
55,Calculus,9,96,5
55,Calculus,10,87,25
55,Probability,1,30,21
55,Probability,2,95,24
55,Probability,3,99,12
55,Probability,4,58,20
55,Probability,5,80,5
55,Probability,6,32,7
55,Probability,7,98,16
55,Probability,8,49,13
55,Probability,9,68,8
55,Probability,10,48,10
55,Statistics,1,74,15
55,Statistics,2,42,17
55,Statistics,3,89,29
55,Statistics,4,81,19
55,Statistics,5,82,17
55,Statistics,6,72,23
55,Statistics,7,71,20
55,Statistics,8,55,27
55,Statistics,9,72,17
55,Statistics,10,57,13
55,Trigonometry,1,49,28
55,Trigonometry,2,68,23
55,Trigonometry,3,41,19
55,Trigonometry,4,84,18
55,Trigonometry,5,40,14
55,Trigonometry,6,56,15
55,Trigonometry,7,67,6
55,Trigonometry,8,72,23
55,Trigonometry,9,93,10
55,Trigonometry,10,75,24
56,Algebra,1,71,5
56,Algebra,2,88,24
56,Algebra,3,76,28
56,Algebra,4,36,15
56,Algebra,5,90,8
56,Algebra,6,54,16
56,Algebra,7,55,10
56,Algebra,8,41,15
56,Algebra,9,80,25
56,Algebra,10,66,18
56,Calculus,1,82,28
56,Calculus,2,42,29
56,Calculus,3,83,29
56,Calculus,4,33,15
56,Calculus,5,78,11
56,Calculus,6,40,26
56,Calculus,7,74,27
56,Calculus,8,57,15
56,Calculus,9,86,29
56,Calculus,10,83,23
56,Probability,1,65,18
56,Probability,2,64,21
56,Probability,3,96,20
56,Probability,4,59,24
56,Probability,5,74,19
56,Probability,6,80,10
56,Probability,7,76,25
56,Probability,8,93,26
56,Probability,9,67,27
56,Probability,10,36,26
56,Statistics,1,70,14
56,Statistics,2,39,29
56,Statistics,3,36,20
56,Statistics,4,79,10
56,Statistics,5,81,5
56,Statistics,6,30,16
56,Statistics,7,82,6
56,Statistics,8,33,21
56,Statistics,9,33,15
56,Statistics,10,33,5
56,Trigonometry,1,79,13
56,Trigonometry,2,90,7
56,Trigonometry,3,37,28
56,Trigonometry,4,65,22
56,Trigonometry,5,72,18
56,Trigonometry,6,47,20
56,Trigonometry,7,76,8
56,Trigonometry,8,66,21
56,Trigonometry,9,68,20
56,Trigonometry,10,75,20
57,Algebra,1,68,13
57,Algebra,2,33,26
57,Algebra,3,95,16
57,Algebra,4,41,8
57,Algebra,5,47,25
57,Algebra,6,30,27
57,Algebra,7,35,10
57,Algebra,8,73,12
57,Algebra,9,53,26
57,Algebra,10,48,9
57,Calculus,1,47,9
57,Calculus,2,59,29
57,Calculus,3,71,5
57,Calculus,4,41,26
57,Calculus,5,56,11
57,Calculus,6,38,26
57,Calculus,7,50,16
57,Calculus,8,58,5
57,Calculus,9,91,25
57,Calculus,10,44,6
57,Probability,1,81,11
57,Probability,2,73,26
57,Probability,3,47,7
57,Probability,4,36,15
57,Probability,5,67,9
57,Probability,6,87,5
57,Probability,7,88,15
57,Probability,8,97,22
57,Probability,9,97,21
57,Probability,10,51,6
57,Statistics,1,73,10
57,Statistics,2,71,29
57,Statistics,3,86,25
57,Statistics,4,84,20
57,Statistics,5,43,11
57,Statistics,6,57,23
57,Statistics,7,78,13
57,Statistics,8,87,17
57,Statistics,9,51,9
57,Statistics,10,98,14
57,Trigonometry,1,82,14
57,Trigonometry,2,68,19
57,Trigonometry,3,58,19
57,Trigonometry,4,32,23
57,Trigonometry,5,39,19
57,Trigonometry,6,64,10
57,Trigonometry,7,41,19
57,Trigonometry,8,67,17
57,Trigonometry,9,48,7
57,Trigonometry,10,37,12
58,Algebra,1,76,8
58,Algebra,2,80,25
58,Algebra,3,96,17
58,Algebra,4,37,27
58,Algebra,5,45,17
58,Algebra,6,96,20
58,Algebra,7,38,18
58,Algebra,8,44,11
58,Algebra,9,70,26
58,Algebra,10,53,21
58,Calculus,1,73,5
58,Calculus,2,39,15
58,Calculus,3,85,21
58,Calculus,4,79,16
58,Calculus,5,89,18
58,Calculus,6,70,8
58,Calculus,7,52,15
58,Calculus,8,35,19
58,Calculus,9,98,15
58,Calculus,10,54,22
58,Probability,1,91,17
58,Probability,2,72,18
58,Probability,3,57,22
58,Probability,4,88,29
58,Probability,5,80,28
58,Probability,6,56,19
58,Probability,7,38,12
58,Probability,8,97,18
58,Probability,9,96,12
58,Probability,10,35,20
58,Statistics,1,53,20
58,Statistics,2,74,17
58,Statistics,3,98,29
58,Statistics,4,49,26
58,Statistics,5,95,14
58,Statistics,6,74,22
58,Statistics,7,76,16
58,Statistics,8,84,15
58,Statistics,9,48,7
58,Statistics,10,82,18
58,Trigonometry,1,43,26
58,Trigonometry,2,74,16
58,Trigonometry,3,94,23
58,Trigonometry,4,72,27
58,Trigonometry,5,52,28
58,Trigonometry,6,48,22
58,Trigonometry,7,84,5
58,Trigonometry,8,48,24
58,Trigonometry,9,78,9
58,Trigonometry,10,55,7
59,Algebra,1,69,20
59,Algebra,2,67,17
59,Algebra,3,83,26
59,Algebra,4,45,20
59,Algebra,5,64,17
59,Algebra,6,75,12
59,Algebra,7,84,27
59,Algebra,8,55,12
59,Algebra,9,54,13
59,Algebra,10,94,10
59,Calculus,1,52,23
59,Calculus,2,93,27
59,Calculus,3,72,15
59,Calculus,4,52,17
59,Calculus,5,47,27
59,Calculus,6,50,29
59,Calculus,7,52,17
59,Calculus,8,73,22
59,Calculus,9,76,12
59,Calculus,10,80,14
59,Probability,1,36,22
59,Probability,2,77,24
59,Probability,3,35,13
59,Probability,4,86,25
59,Probability,5,69,20
59,Probability,6,74,17
59,Probability,7,78,27
59,Probability,8,49,9
59,Probability,9,46,13
59,Probability,10,95,29
59,Statistics,1,87,22
59,Statistics,2,70,10
59,Statistics,3,67,10
59,Statistics,4,74,15
59,Statistics,5,43,6
59,Statistics,6,69,7
59,Statistics,7,53,23
59,Statistics,8,47,21
59,Statistics,9,64,5
59,Statistics,10,54,17
59,Trigonometry,1,78,15
59,Trigonometry,2,45,6
59,Trigonometry,3,48,27
59,Trigonometry,4,54,20
59,Trigonometry,5,83,23
59,Trigonometry,6,30,14
59,Trigonometry,7,48,5
59,Trigonometry,8,63,20
59,Trigonometry,9,84,22
59,Trigonometry,10,63,29
60,Algebra,1,74,10
60,Algebra,2,50,10
60,Algebra,3,77,15
60,Algebra,4,68,14
60,Algebra,5,39,29
60,Algebra,6,47,28
60,Algebra,7,44,8
60,Algebra,8,92,12
60,Algebra,9,38,17
60,Algebra,10,38,8
60,Calculus,1,45,19
60,Calculus,2,81,9
60,Calculus,3,34,24
60,Calculus,4,47,19
60,Calculus,5,31,17
60,Calculus,6,33,14
60,Calculus,7,90,13
60,Calculus,8,37,7
60,Calculus,9,92,18
60,Calculus,10,38,25
60,Probability,1,40,7
60,Probability,2,71,17
60,Probability,3,65,28
60,Probability,4,42,16
60,Probability,5,66,14
60,Probability,6,81,11
60,Probability,7,31,26
60,Probability,8,85,27
60,Probability,9,69,11
60,Probability,10,52,18
60,Statistics,1,80,9
60,Statistics,2,60,22
60,Statistics,3,49,16
60,Statistics,4,84,21
60,Statistics,5,31,29
60,Statistics,6,42,11
60,Statistics,7,99,7
60,Statistics,8,87,7
60,Statistics,9,93,9
60,Statistics,10,88,23
60,Trigonometry,1,91,20
60,Trigonometry,2,97,19
60,Trigonometry,3,84,7
60,Trigonometry,4,84,18
60,Trigonometry,5,78,23
60,Trigonometry,6,36,23
60,Trigonometry,7,78,29
60,Trigonometry,8,45,19
60,Trigonometry,9,80,12
60,Trigonometry,10,71,21
61,Algebra,1,92,17
61,Algebra,2,36,14
61,Algebra,3,63,8
61,Algebra,4,54,10
61,Algebra,5,53,22
61,Algebra,6,35,29
61,Algebra,7,84,21
61,Algebra,8,75,28
61,Algebra,9,55,23
61,Algebra,10,57,7
61,Calculus,1,67,18
61,Calculus,2,80,20
61,Calculus,3,50,26
61,Calculus,4,85,11
61,Calculus,5,88,12
61,Calculus,6,80,24
61,Calculus,7,88,11
61,Calculus,8,38,17
61,Calculus,9,30,12
61,Calculus,10,85,26
61,Probability,1,97,7
61,Probability,2,32,26
61,Probability,3,36,5
61,Probability,4,73,27
61,Probability,5,70,15
61,Probability,6,71,25
61,Probability,7,62,22
61,Probability,8,92,8
61,Probability,9,66,13
61,Probability,10,88,21
61,Statistics,1,77,9
61,Statistics,2,77,7
61,Statistics,3,76,7
61,Statistics,4,43,20
61,Statistics,5,90,21
61,Statistics,6,53,24
61,Statistics,7,52,22
61,Statistics,8,79,26
61,Statistics,9,99,19
61,Statistics,10,79,8
61,Trigonometry,1,37,19
61,Trigonometry,2,32,19
61,Trigonometry,3,90,24
61,Trigonometry,4,42,5
61,Trigonometry,5,63,19
61,Trigonometry,6,60,29
61,Trigonometry,7,67,18
61,Trigonometry,8,37,26
61,Trigonometry,9,31,21
61,Trigonometry,10,85,24
62,Algebra,1,90,25
62,Algebra,2,51,7
62,Algebra,3,45,22
62,Algebra,4,72,21
62,Algebra,5,87,27
62,Algebra,6,31,8
62,Algebra,7,68,6
62,Algebra,8,35,21
62,Algebra,9,98,9
62,Algebra,10,49,20
62,Calculus,1,80,13
62,Calculus,2,66,12
62,Calculus,3,98,14
62,Calculus,4,86,6
62,Calculus,5,38,15
62,Calculus,6,93,26
62,Calculus,7,51,6
62,Calculus,8,84,10
62,Calculus,9,47,11
62,Calculus,10,94,5
62,Probability,1,30,28
62,Probability,2,33,8
62,Probability,3,56,15
62,Probability,4,88,5
62,Probability,5,57,14
62,Probability,6,84,8
62,Probability,7,89,10
62,Probability,8,91,20
62,Probability,9,63,27
62,Probability,10,85,21
62,Statistics,1,42,28
62,Statistics,2,47,26
62,Statistics,3,72,11
62,Statistics,4,90,14
62,Statistics,5,47,27
62,Statistics,6,83,23
62,Statistics,7,59,6
62,Statistics,8,87,8
62,Statistics,9,96,11
62,Statistics,10,47,14
62,Trigonometry,1,36,12
62,Trigonometry,2,99,26
62,Trigonometry,3,94,8
62,Trigonometry,4,78,24
62,Trigonometry,5,58,25
62,Trigonometry,6,38,19
62,Trigonometry,7,71,23
62,Trigonometry,8,85,23
62,Trigonometry,9,99,24
62,Trigonometry,10,56,10
63,Algebra,1,94,26
63,Algebra,2,53,19
63,Algebra,3,92,29
63,Algebra,4,84,7
63,Algebra,5,91,26
63,Algebra,6,58,23
63,Algebra,7,70,14
63,Algebra,8,94,20
63,Algebra,9,47,27
63,Algebra,10,46,10
63,Calculus,1,43,27
63,Calculus,2,85,26
63,Calculus,3,96,28
63,Calculus,4,48,29
63,Calculus,5,73,6
63,Calculus,6,64,22
63,Calculus,7,30,24
63,Calculus,8,99,9
63,Calculus,9,94,23
63,Calculus,10,30,25
63,Probability,1,82,20
63,Probability,2,90,26
63,Probability,3,69,20
63,Probability,4,94,8
63,Probability,5,93,15
63,Probability,6,46,29
63,Probability,7,88,27
63,Probability,8,36,16
63,Probability,9,82,11
63,Probability,10,63,18
63,Statistics,1,97,18
63,Statistics,2,45,11
63,Statistics,3,48,6
63,Statistics,4,39,22
63,Statistics,5,41,10
63,Statistics,6,51,13
63,Statistics,7,30,26
63,Statistics,8,87,10
63,Statistics,9,47,10
63,Statistics,10,74,5
63,Trigonometry,1,52,27
63,Trigonometry,2,55,17
63,Trigonometry,3,36,19
63,Trigonometry,4,73,5
63,Trigonometry,5,65,17
63,Trigonometry,6,84,29
63,Trigonometry,7,98,6
63,Trigonometry,8,84,5
63,Trigonometry,9,67,27
63,Trigonometry,10,58,7
64,Algebra,1,96,27
64,Algebra,2,58,6
64,Algebra,3,70,13
64,Algebra,4,52,11
64,Algebra,5,32,22
64,Algebra,6,72,11
64,Algebra,7,30,18
64,Algebra,8,81,10
64,Algebra,9,39,11
64,Algebra,10,59,8
64,Calculus,1,50,21
64,Calculus,2,92,19
64,Calculus,3,71,23
64,Calculus,4,93,16
64,Calculus,5,85,20
64,Calculus,6,70,19
64,Calculus,7,91,21
64,Calculus,8,93,18
64,Calculus,9,88,22
64,Calculus,10,87,6
64,Probability,1,65,22
64,Probability,2,42,19
64,Probability,3,89,26
64,Probability,4,92,5
64,Probability,5,54,9
64,Probability,6,77,15
64,Probability,7,67,13
64,Probability,8,74,28
64,Probability,9,69,18
64,Probability,10,46,28
64,Statistics,1,86,6
64,Statistics,2,91,28
64,Statistics,3,38,8
64,Statistics,4,46,25
64,Statistics,5,79,20
64,Statistics,6,69,15
64,Statistics,7,50,22
64,Statistics,8,84,28
64,Statistics,9,46,22
64,Statistics,10,71,20
64,Trigonometry,1,74,22
64,Trigonometry,2,46,13
64,Trigonometry,3,43,21
64,Trigonometry,4,58,8
64,Trigonometry,5,49,28
64,Trigonometry,6,76,15
64,Trigonometry,7,38,17
64,Trigonometry,8,56,19
64,Trigonometry,9,48,24
64,Trigonometry,10,55,29
65,Algebra,1,55,18
65,Algebra,2,78,22
65,Algebra,3,82,7
65,Algebra,4,95,5
65,Algebra,5,71,23
65,Algebra,6,46,16
65,Algebra,7,62,16
65,Algebra,8,78,28
65,Algebra,9,92,7
65,Algebra,10,78,27
65,Calculus,1,55,7
65,Calculus,2,81,8
65,Calculus,3,36,18
65,Calculus,4,75,8
65,Calculus,5,45,28
65,Calculus,6,90,26
65,Calculus,7,91,5
65,Calculus,8,78,29
65,Calculus,9,39,26
65,Calculus,10,45,12
65,Probability,1,58,11
65,Probability,2,35,20
65,Probability,3,49,20
65,Probability,4,72,18
65,Probability,5,62,29
65,Probability,6,74,24
65,Probability,7,92,7
65,Probability,8,81,8
65,Probability,9,55,15
65,Probability,10,31,18
65,Statistics,1,59,21
65,Statistics,2,41,16
65,Statistics,3,62,17
65,Statistics,4,55,25
65,Statistics,5,57,20
65,Statistics,6,69,6
65,Statistics,7,52,21
65,Statistics,8,77,6
65,Statistics,9,49,18
65,Statistics,10,32,27
65,Trigonometry,1,41,12
65,Trigonometry,2,95,8
65,Trigonometry,3,45,23
65,Trigonometry,4,63,16
65,Trigonometry,5,35,17
65,Trigonometry,6,93,8
65,Trigonometry,7,51,22
65,Trigonometry,8,41,24
65,Trigonometry,9,80,12
65,Trigonometry,10,77,23
66,Algebra,1,35,24
66,Algebra,2,56,25
66,Algebra,3,77,11
66,Algebra,4,88,9
66,Algebra,5,40,19
66,Algebra,6,93,7
66,Algebra,7,98,27
66,Algebra,8,82,9
66,Algebra,9,38,19
66,Algebra,10,32,10
66,Calculus,1,46,25
66,Calculus,2,50,29
66,Calculus,3,40,10
66,Calculus,4,64,27
66,Calculus,5,43,27
66,Calculus,6,43,14
66,Calculus,7,41,10
66,Calculus,8,63,13
66,Calculus,9,39,21
66,Calculus,10,46,7
66,Probability,1,91,23
66,Probability,2,30,16
66,Probability,3,33,14
66,Probability,4,42,6
66,Probability,5,33,22
66,Probability,6,98,23
66,Probability,7,31,16
66,Probability,8,35,12
66,Probability,9,80,15
66,Probability,10,92,29
66,Statistics,1,41,13
66,Statistics,2,31,12
66,Statistics,3,40,25
66,Statistics,4,39,25
66,Statistics,5,37,8
66,Statistics,6,43,20
66,Statistics,7,83,22
66,Statistics,8,50,16
66,Statistics,9,79,11
66,Statistics,10,49,28
66,Trigonometry,1,36,13
66,Trigonometry,2,30,10
66,Trigonometry,3,67,26
66,Trigonometry,4,90,16
66,Trigonometry,5,73,14
66,Trigonometry,6,91,10
66,Trigonometry,7,46,23
66,Trigonometry,8,67,28
66,Trigonometry,9,80,14
66,Trigonometry,10,50,28
67,Algebra,1,99,25
67,Algebra,2,86,11
67,Algebra,3,62,22
67,Algebra,4,85,29
67,Algebra,5,77,14
67,Algebra,6,56,14
67,Algebra,7,81,14
67,Algebra,8,61,14
67,Algebra,9,55,29
67,Algebra,10,52,6
67,Calculus,1,86,24
67,Calculus,2,60,11
67,Calculus,3,62,25
67,Calculus,4,31,22
67,Calculus,5,76,5
67,Calculus,6,64,23
67,Calculus,7,47,18
67,Calculus,8,59,16
67,Calculus,9,82,14
67,Calculus,10,81,21
67,Probability,1,40,6
67,Probability,2,87,8
67,Probability,3,62,19
67,Probability,4,42,12
67,Probability,5,97,14
67,Probability,6,48,22
67,Probability,7,48,27
67,Probability,8,83,20
67,Probability,9,94,16
67,Probability,10,53,6
67,Statistics,1,82,29
67,Statistics,2,37,22
67,Statistics,3,86,20
67,Statistics,4,34,26
67,Statistics,5,42,23
67,Statistics,6,58,7
67,Statistics,7,87,16
67,Statistics,8,31,15
67,Statistics,9,57,22
67,Statistics,10,31,9
67,Trigonometry,1,36,28
